Name,RA,DEC,Vmag,Sp.Type,dist (pc),ObsDate
"HIP94650","19 15 35.2 ","11 33 14 ","8.06","K0","25.3","04/17/2016"
"HIP94757","19 16 52.3 ","-10 58 18 ","6.93","G0","28.7",""
"HIP94779","19 17 6.27 ","53 22 8 ","3.80","K0III","37.7","02/05/2016"
"HIP94981","19 19 38.9 ","37 19 46 ","6.29","G8V","25.2",""
"HIP95253","19 22 48.3 ","9 54 49 ","6.34","F6V","35.7",""
"HIP95299","19 23 16.2 ","-6 35 10 ","9.66","K5V","31.8",""
"HIP95319","19 23 34.1 ","33 13 21 ","6.37","G8V","15.4",""
"HIP95492","19 25 25.5 ","24 54 35 ","6.19","F7V","27.7",""
"HIP95501","19 25 30.1 ","3 6 54 ","3.36","F0IV","15.3","04/17/2016"
"HIP95575","19 26 26.7 ","49 28 6 ","8.01","K3V","25.1","01/18/2016"
"HIP95730","19 28 15.3 ","12 32 8 ","9.17","K2","27.5","04/17/2016"
"HIP95853","19 29 42.3 ","51 43 49 ","3.76","A5Vn","37.5","01/18/2016"
"HIP95890","19 30 5.22 ","21 40 30 ","9.98","K5","29.7",""
"HIP95995","19 31 6.91 ","58 35 3 ","6.60","K1V","16.7",""
"HIP96085","19 32 6.95 ","-11 16 29 ","7.53","K2V","18.0","04/17/2016"
"HIP96100","19 32 23.4 ","69 39 12 ","4.67","K0V","5.76","01/20/2016"
"HIP96183","19 33 25.5 ","21 50 21 ","6.89","G5V","20.1","04/01/2016"
"HIP96229","19 34 5.58 ","7 22 41 ","4.45","K3III","33.8","04/07/2016"
"HIP96258","19 34 19.8 ","51 14 8 ","5.71","F7V","25.5","01/20/2016"
"HIP96285","19 34 40.4 ","4 35 2 ","9.35","K5","14.4","04/17/2016"
"HIP96395","19 35 55.6 ","56 58 58 ","6.73","G0","24.2","01/20/2016"
"HIP96441","19 36 26.5 ","50 13 20 ","4.49","F4V","18.5","01/20/2016"
"HIP96459","19 36 37.8 ","44 41 40 ","5.17","K0III","40.5",""
"HIP96471","19 36 45.3 ","-10 26 40 ","8.38","K2V","30.3",""
"HIP96556","19 37 47.4 ","-4 38 52 ","5.45","F3IV","32.1",""
"HIP96895","19 41 48.7 ","50 31 27 ","5.99","G2V","21.6",""
"HIP96901","19 41 51.7 ","50 31 0 ","6.25","G5V","21.4",""
"HIP97051","19 43 25.5 ","10 5 23 ","10.0","M0","22.6","04/07/2016"
"HIP97063","19 43 33.6 ","-15 28 15 ","5.49","F5V","36.6",""
"HIP97222","19 45 33.5 ","33 36 0 ","7.68","K3V","20.3",""
"HIP97222","19 45 33.5 ","33 36 0 ","7.68","K3V","20.3",""
"HIP97223","19 45 35.5 ","30 0 35 ","9.15","K5V","20.6",""
"HIP97295","19 46 25.6 ","33 43 32 ","5.00","F5","20.8",""
"HIP97420","19 48 0.87 ","27 52 13 ","6.87","G2III","26.0",""
"HIP97433","19 48 10.6 ","70 16 5 ","3.84","G8III","44.6",""
"HIP97438","19 48 15.4 ","59 25 24 ","6.64","G0","28.3",""
"HIP97640","19 50 41.3 ","34 57 3 ","8.00","G5","28.2",""
"HIP97650","19 50 46.7 ","-10 45 48 ","5.38","F0V","26.4","04/07/2016"
"HIP97649","19 50 47.5 ","8 52 12 ","0.76","A7IV-V","5.14","04/07/2016"
"GJ768","19 50 47.5 ","8 52 12 ","0.77","A7IV","5.11",""
"HIP97675","19 51 1.90 ","10 24 54 ","5.12","F8V","19.3","04/07/2016"
"GJ1245AC","19 53 54.8 ","44 24 45 ","13.4","M5.5V","4.54",""
"GJ1245B","19 53 55.8 ","44 24 46 ","14.0","M6V","4.54",""
"HIP98036","19 55 18.8 ","6 24 16 ","3.71","G8IVvar","13.7",""
"HIP98110","19 56 18.3 ","35 4 59 ","3.89","K0IIIvar","42.7",""
"HIP98192","19 57 13.5 ","29 49 30 ","7.91","K1V","25.4","05/06/2016"
"HIP98204","19 57 19.5 ","-12 34 13 ","9.29","K4V","18.8",""
"HIP98416","19 59 47.0 ","-9 57 35 ","5.87","F8V","24.5",""
"HIP98505","20 0 43.7 ","22 42 35 ","7.67","G5","19.2","03/17/2016"
"HIP98677","20 2 33.9 ","15 35 22 ","7.15","G7V","19.3","03/17/2016"
"HIP98698","20 2 46.9 ","3 19 36 ","7.46","K4V","13.1",""
"HIP120148","20 3 1.13 ","20 5 49 ","10.5","","27.4",""
"HIP98767","20 3 38.2 ","29 53 40 ","5.73","G6IV+...","15.8","01/04/2016"
"HIP98792","20 3 50.9 ","23 20 11 ","7.28","K1V","15.5",""
"HIP98819","20 4 5.78 ","17 4 6 ","5.80","G1V","17.6",""
"HIP98828","20 4 9.94 ","25 47 24 ","7.82","K3V","21.6",""
"HIP98906","20 5 0.03 ","54 25 48 ","11.9","M3","15.8","02/21/2016"
"HIP98921","20 5 10.1 ","38 28 44 ","6.18","G5IV","18.8","03/11/2016"
"HIP99026","20 6 14.2 ","53 10 0 ","5.81","F5V","36.4",""
"HIP99031","20 6 21.4 ","35 58 13 ","5.38","K0IV","24.1","03/11/2016"
"HIP99205","20 8 24.5 ","6 40 46 ","9.81","K8","27.4",""
"HIP99316","20 9 34.3 ","16 48 23 ","7.56","K0...","24.3",""
"HIP99322","20 9 36.5 ","-14 17 14 ","9.75","K3/K4V","31.7","05/21/2016"
"HIP99332","20 9 40.8 ","-3 7 45 ","9.56","K4","31.9",""
"HIP99352","20 9 56.7 ","20 54 55 ","6.51","F5IV","45.0",""
"HIP99355","20 9 59.1 ","61 28 30 ","8.73","G5","28.0",""
"HIP99427","20 10 52.6 ","77 14 28 ","8.88","K5","16.7",""
"HIP99452","20 11 5.61 ","16 11 23 ","7.34","K1V","20.4","05/26/2016"
"HIP99572","20 12 26.0 ","-12 37 6 ","5.84","F5V","28.0","05/06/2016"
"HIP99655","20 13 23.9 ","56 34 5 ","4.28","A3IV-Vn","46.7",""
"HIP99711","20 13 59.7 ","-0 51 56 ","7.79","K0","19.8",""
"HIP99742","20 14 16.6 ","15 11 52 ","4.94","A2V","47.0",""
"HIP99764","20 14 28.1 ","-7 16 59 ","10.1","K7V","20.3",""
"HIP99770","20 14 32.1 ","36 48 23 ","4.93","A2V","41.0",""
"HIP99880","20 15 52.6 ","42 58 43 ","9.98","M0","24.4",""
"HIP99889","20 16 0.63 ","45 34 45 ","5.87","F5V:","34.5",""
"HIP100017","20 17 32.6 ","66 51 18 ","5.91","G3V","17.5",""
"HIP100064","20 18 3.32 ","-12 32 41 ","3.58","G6/G8III","33.3","05/21/2016"
"HIP100511","20 22 52.4 ","14 33 3 ","6.16","F8V","26.1","05/26/2016"
"HIP100859","20 27 2.38 ","49 23 1 ","5.73","F0V:","37.6",""
"HIP101027","20 28 51.5 ","-17 48 49 ","4.77","F3V","30.2",""
"HIP101093","20 29 34.9 ","62 59 38 ","4.21","A7III","41.5",""
"HIP101150","20 30 10.4 ","26 50 31 ","9.69","M2","23.1","03/17/2016"
"HIP101180","20 30 33.1 ","65 27 2 ","10.5","M3","7.96",""
"HIP101262","20 31 32.2 ","33 46 33 ","9.22","K5","26.1","03/17/2016"
"HIP101382","20 32 51.4 ","41 54 1 ","7.08","G9V","22.2","03/11/2016"
"HIP101579","20 35 13.1 ","6 7 33 ","8.91","K2","30.5",""
"HIP101750","20 37 22.8 ","75 36 10 ","7.46","K0Vvar","27.6",""
"HIP101875","20 38 40.4 ","38 38 3 ","6.76","G0","26.9",""
"HIP101932","20 39 22.3 ","10 4 33 ","8.52","K2V","28.3",""
"HIP101955","20 39 38.6 ","4 58 20 ","7.88","K5V","18.5","05/26/2016"
"HIP102011","20 40 17.9 ","60 30 21 ","6.02","F6IV","33.2",""
"HIP102040","20 40 45.2 ","19 56 12 ","6.43","G5V","20.9","05/26/2016"
"HIP102101","20 41 28.3 ","57 25 50 ","10.2","M0","23.9",""
"HIP102226","20 42 49.2 ","20 50 34 ","8.26","K0","25.3","05/26/2016"
"HIP102235","20 42 57.8 ","-18 55 19 ","10.8","M1:","19.9",""
"HIP102253","20 43 11.0 ","66 39 27 ","5.59","A8V","42.5",""
"HIP102357","20 44 21.9 ","19 44 49 ","10.2","M2","19.9",""
"HIP102422","20 45 17.5 ","61 50 32 ","3.41","K0IV","14.3","01/20/2016"
"HIP102488","20 46 13.1 ","33 58 18 ","2.48","K0III","22.0","05/06/2016"
"HIP102531","20 46 38.8 ","16 7 23 ","5.15","A2Ia+...","31.5","06/06/2016"
"HIP102532","20 46 39.4 ","16 7 24 ","4.27","K1IV","31.1","06/06/2016"
"HIP102582","20 47 16.9 ","10 51 26 ","9.72","K2","31.5",""
"HIP102616","20 47 42.0 ","70 56 10 ","10.7","K6","26.7",""
"HIP102642","20 47 53.0 ","52 24 23 ","6.29","K0V:","41.8",""
"HIP102766","20 49 16.0 ","32 17 0 ","8.25","K2","23.6","06/06/2016"
"HIP102805","20 49 37.8 ","12 32 44 ","6.01","F5V","29.5","06/06/2016"
"HIP102843","20 50 5.11 ","44 3 35 ","5.06","A4me...","42.2",""
"HIP102851","20 50 10.5 ","29 23 1 ","8.32","K5V","20.6","05/06/2016"
"HIP102870","20 50 33.5 ","52 54 5 ","9.69","K5","22.4",""
"HIP103039","20 52 32.6 ","-16 58 28 ","11.4","","5.48",""
"HIP103096","20 53 19.7 ","62 9 3 ","8.55","M2V","7.04",""
"HIP103256","20 55 7.46 ","13 10 42 ","8.82","K3V","22.7",""
"HIP103388","20 56 46.5 ","-10 27 12 ","11.3","M4","14.7",""
"HIP103441","20 57 26.2 ","22 21 42 ","11.9","M3","13.6",""
"HIP103650","21 0 3.92 ","70 40 6 ","9.32","K2","25.7",""
"HIP103682","21 0 33.8 ","-4 43 51 ","6.21","G1V","26.4",""
"HIP103800","21 1 58.3 ","-6 19 14 ","11.2","M3","13.8",""
"HIP103859","21 2 41.3 ","45 53 7 ","7.69","K2","19.3","03/24/2016"
"HIP104019","21 4 24.2 ","-19 51 18 ","4.82","A5V","48.4",""
"HIP104059","21 4 52.3 ","-16 58 4 ","11.4","M3","19.1",""
"HIP104092","21 5 19.8 ","7 4 0 ","8.27","K5","14.8",""
"HIP104137","21 5 56.5 ","4 25 38 ","12.1","","22.9",""
"HIP104139","21 5 56.9 ","-17 13 59 ","4.08","A1V","48.5",""
"HIP104197","21 6 40.1 ","80 47 39 ","10.8","K5","33.5",""
"GJ820A","21 6 59.6 ","38 45 50 ","5.20","K5.0V","3.49","03/17/2016"
"GJ820B","21 7 0.98 ","38 45 21 ","6.03","K7.0V","3.49",""
"HIP104239","21 7 10.8 ","-13 55 23 ","7.12","K1V","17.6",""
"HIP104383","21 8 45.3 ","-4 25 37 ","9.45","M1","26.3",""
"HIP104521","21 10 20.5 ","10 7 51 ","4.70","F0p","35.2",""
"HIP104733","21 12 57.6 ","30 48 36 ","7.32","G0","26.9",""
"HIP104887","21 14 47.7 ","38 2 49 ","3.74","F1IV","20.9","03/24/2016"
"HIP105038","21 16 32.6 ","9 23 35 ","7.88","K2","16.1",""
"HIP105152","21 18 3.47 ","0 9 38 ","8.15","K2","19.2",""
"HIP105199","21 18 35.1 ","62 35 8 ","2.45","A7IV-V","14.9",""
"HIP105341","21 20 13.6 ","-19 51 19 ","9.09","K5V","16.3",""
"HIP105406","21 21 1.39 ","40 20 38 ","6.39","F8V","26.5",""
"HIP105668","21 24 11.5 ","-12 52 41 ","5.48","F0V","48.0","05/13/2016"
"HIP105766","21 25 16.9 ","70 28 39 ","7.26","G5","25.7",""
"HIP105769","21 25 19.8 ","46 42 52 ","5.59","F0V","34.3","03/11/2016"
"HIP105791","21 25 28.8 ","27 12 35 ","8.28","K1V","27.9",""
"HIP105860","21 26 26.7 ","19 22 32 ","6.08","A8m","46.0","05/13/2016"
"HIP105932","21 27 16.8 ","-6 50 45 ","11.0","M0","16.2","05/13/2016"
"HIP105932","21 27 16.8 ","-6 50 45 ","11.0","M0","16.2","05/13/2016"
"HIP106003","21 28 8.42 ","32 13 32 ","5.75","F0V","44.6",""
"HIP106007","21 28 13.9 ","-11 34 6 ","6.61","F7V","35.1",""
"HIP106106","21 29 37.9 ","17 38 41 ","10.3","M4","6.74","05/13/2016"
"HIP106122","21 29 47.4 ","45 53 45 ","7.93","G8V","29.7",""
"HIP106147","21 30 3.87 ","-12 30 40 ","9.11","K4/K5V","18.0","05/13/2016"
"HIP106231","21 31 1.87 ","23 20 4 ","9.23","K8","25.0",""
"HIP106400","21 33 1.92 ","62 0 11 ","9.34","K","23.1",""
"HIP106407","21 33 9.04 ","40 49 25 ","7.78","K2","28.7",""
"HIP106481","21 33 58.8 ","45 35 29 ","3.98","G8III","38.1",""
"HIP106811","21 38 0.95 ","27 43 24 ","9.83","","13.1",""
"HIP106897","21 39 1.32 ","20 15 55 ","5.77","F2V","39.1",""
"HIP106972","21 39 54.7 ","27 36 39 ","11.6","M3:","25.1",""
"HIP107038","21 40 48.5 ","84 20 1 ","8.37","K0","28.8",""
"HIP107062","21 41 1.29 ","11 15 45 ","9.16","K2","32.2",""
"HIP107070","21 41 6.60 ","26 45 0 ","7.45","G8V","26.8",""
"HIP107317","21 44 12.6 ","6 38 26 ","12.0","M3V:","21.1",""
"HIP107346","21 44 29.8 ","41 35 51 ","9.65","K0","20.2",""
"HIP107350","21 44 31.5 ","14 46 17 ","5.96","G0V","18.3","04/02/2016"
"HIP107412","21 45 22.0 ","-12 47 0 ","6.69","F5V","38.9",""
"HIP107556","21 47 2.74 ","-16 7 42 ","2.85","A5mF2 (IV)","11.8","04/02/2016"
"HIP107788","21 50 8.79 ","17 17 8 ","5.34","F2III-IV","33.4","04/02/2016"
"HIP107920","21 51 52.6 ","42 20 32 ","7.85","G5","29.4",""
"HIP107975","21 52 29.8 ","28 47 35 ","5.52","F6IVwvar","27.6","04/28/2016"
"HIP108028","21 53 5.34 ","20 55 48 ","8.18","K0","23.9","04/28/2016"
"HIP108036","21 53 18.1 ","-13 33 6 ","5.08","F3IV","27.6",""
"HIP108092","21 53 59.5 ","41 46 38 ","10.3","M2","23.2",""
"HIP108156","21 54 45.3 ","32 19 39 ","7.73","K0","20.3",""
"HIP108380","21 57 26.6 ","8 8 15 ","11.0","M1V:","19.8",""
"HIP108481","21 58 31.3 ","34 39 31 ","9.09","K2","31.5",""
"HIP108490","21 58 40.3 ","29 48 39 ","6.95","F8V-VI","29.3",""
"HIP108506","21 58 54.9 ","-4 22 27 ","6.24","K2V","36.0","04/19/2016"
"HIP108752","22 1 49.4 ","16 28 5 ","10.6","M2","16.4","04/19/2016"
"HIP108782","22 2 9.78 ","1 23 56 ","9.17","M0","10.3","04/19/2016"
"HIP108917","22 3 47.9 ","64 37 42 ","4.26","Am","31.1","04/13/2016"
"HIP109176","22 7 1.01 ","25 20 42 ","3.77","F5V","11.7","04/19/2016"
"HIP109378","22 9 29.9 ","-7 33 2 ","6.54","G0","21.2","04/19/2016"
"HIP109388","22 9 41.5 ","-4 38 26 ","10.4","M3","8.77",""
"HIP109427","22 10 12.2 ","6 11 52 ","3.52","A2V","29.6",""
"HIP109474","22 10 38.5 ","70 7 57 ","5.52","F2V","32.6","04/13/2016"
"HIP109527","22 11 11.9 ","36 15 18 ","7.23","K0","22.4","03/11/2016"
"HIP109555","22 11 30.4 ","18 25 37 ","10.2","M2","11.4",""
"HIP109624","22 12 25.7 ","-14 11 38 ","6.04","F0V","43.4",""
"HIP109638","22 12 36.0 ","8 33 1 ","11.9","M3","13.8",""
"HIP109807","22 14 26.9 ","2 42 24 ","10.4","K7","30.9",""
"HIP109812","22 14 31.1 ","27 51 27 ","10.3","M0","19.7",""
"HIP109822","22 14 38.2 ","-15 49 12 ","6.55","K0/K1V","38.1",""
"HIP109857","22 15 3.13 ","57 2 37 ","4.18","F0IV","25.7","02/21/2016"
"HIP109926","22 15 54.5 ","54 40 23 ","7.50","K1V","21.4","04/13/2016"
"HIP109980","22 16 32.8 ","68 20 23 ","9.23","K5","23.9","04/13/2016"
"HIP110341","22 20 55.8 ","8 11 12 ","6.18","F6V","31.7",""
"HIP110395","22 21 39.5 ","-1 23 14 ","3.86","A0V","48.3",""
"HIP110526","22 23 29.4 ","32 27 30 ","10.7","M0...","16.0",""
"HIP110640","22 24 45.3 ","22 33 3 ","8.83","M0","21.3",""
"HIP110716","22 25 55.2 ","35 21 50 ","8.32","K2","29.1",""
"HIP110750","22 26 13.7 ","-19 11 18 ","9.25","K3/K4V","26.7",""
"HIP110774","22 26 33.1 ","63 52 48 ","9.52","K7","25.0","04/13/2016"
"HIP110778","22 26 34.5 ","-16 44 31 ","5.55","G3V","20.0",""
"GJ860B","22 27 57.8 ","57 41 37 ","11.4","M4.0V","4.03","05/27/2016"
"GJ860A","22 27 58.6 ","57 41 41 ","9.79","M3.0V","4.03","05/27/2016"
"HIP110951","22 28 46.1 ","18 55 52 ","10.7","","22.5",""
"HIP111169","22 31 17.7 ","50 16 57 ","3.76","A1V","31.3","05/27/2016"
"HIP111170","22 31 18.4 ","-6 33 20 ","6.15","F7V","25.5","05/07/2016"
"HIP111313","22 33 2.81 ","9 22 42 ","10.3","M0V:","12.8","05/07/2016"
"HIP111571","22 36 9.73 ","-0 50 40 ","9.98","K5","17.5",""
"HIP111685","22 37 29.9 ","39 22 46 ","9.41","M2","18.8","05/07/2016"
"GJ866","22 38 36.0 ","-15 17 30 ","13.0","M5.0V","3.45",""
"HIP111883","22 39 46.9 ","47 44 11 ","8.77","K0","28.2",""
"HIP111888","22 39 50.9 ","4 6 59 ","8.48","K2","22.6","05/07/2016"
"HIP112120","22 42 40.0 ","17 40 17 ","11.7","M3","21.2",""
"HIP112190","22 43 21.1 ","-6 24 7 ","8.11","K0","21.5","05/07/2016"
"HIP112245","22 44 5.95 ","64 34 9 ","7.50","G8V","25.1","05/27/2016"
"HIP112324","22 45 3.50 ","58 8 47 ","6.45","F5","35.8",""
"GJ873","22 46 48.6 ","44 19 54 ","10.2","M3.5V","5.04",""
"HIP112496","22 47 13.8 ","18 23 5 ","9.02","G0","26.6","04/02/2016"
"HIP112527","22 47 30.3 ","83 41 51 ","7.53","K2","19.9","05/27/2016"
"HIP112724","22 49 40.6 ","66 11 59 ","3.50","K0III","35.3","06/01/2016"
"HIP112748","22 50 0.36 ","24 36 5 ","3.51","M2III","35.7","04/02/2016"
"HIP112774","22 50 19.3 ","-7 5 22 ","9.86","K5","13.9","04/08/2016"
"HIP112800","22 50 38.8 ","34 51 26 ","11.7","","18.9",""
"HIP112870","22 51 26.8 ","13 58 15 ","8.29","K0","21.0","04/08/2016"
"HIP112909","22 51 54.2 ","31 45 14 ","11.6","M3.5Ve","14.2","05/22/2016"
"HIP112915","22 52 0.36 ","57 42 57 ","8.01","K5III","24.2","06/01/2016"
"HIP112918","22 52 2.68 ","23 24 45 ","9.79","K8","27.1","05/22/2016"
"HIP112935","22 52 24.6 ","9 50 9 ","5.16","F7IV","26.8","04/08/2016"
"GJ876","22 53 17.7 ","-14 15 59 ","10.1","M3.5V","4.66","01/02/2016"
"HIP113026","22 53 25.4 ","-9 5 33 ","9.59","K5","32.2",""
"HIP113148","22 54 45.2 ","-16 16 20 ","5.53","K1III","42.9",""
"HIP113174","22 55 2.76 ","37 4 36 ","5.91","F5II","41.2",""
"HIP113280","22 56 23.8 ","17 27 5 ","8.90","K0","32.1",""
"HIP113333","22 57 7.79 ","28 0 6 ","9.93","M0p","28.6",""
"HIP113357","22 57 28.2 ","20 46 8 ","5.45","G5V","15.3","06/05/2016"
"HIP113409","22 58 6.30 ","-13 38 38 ","10.1","K2V:","27.0","05/22/2016"
"HIP113421","22 58 15.5 ","-2 23 43 ","6.17","G8IV","19.7","05/22/2016"
"HIP113718","23 1 51.9 ","-3 50 58 ","7.48","K4V","16.9","05/22/2016"
"HIP113755","23 2 12.3 ","58 15 10 ","8.66","K2V","28.9",""
"HIP113829","23 3 4.84 ","20 55 6 ","6.65","G5V","24.2","05/22/2016"
"HIP113884","23 3 50.5 ","21 35 52 ","7.22","G0V","27.6",""
"HIP113944","23 4 31.0 ","66 45 50 ","9.86","M1V:","20.0","03/12/2016"
"HIP113963","23 4 45.7 ","15 12 18 ","2.49","B9.5III","42.8",""
"HIP113994","23 5 6.07 ","16 33 42 ","6.43","G8IV","40.3",""
"HIP114096","23 6 32.2 ","19 54 39 ","6.44","F7V","28.3",""
"HIP114189","23 7 28.8 ","21 8 2 ","5.97","A5V","39.9",""
"HIP114210","23 7 45.6 ","49 17 46 ","5.68","F5V","34.0",""
"HIP114233","23 8 7.49 ","3 19 48 ","10.9","M1V:","15.6","06/05/2016"
"HIP114322","23 9 11.4 ","-2 15 40 ","8.59","K3V","29.9",""
"HIP114378","23 9 56.9 ","14 25 34 ","6.54","G0V","25.8",""
"HIP114379","23 9 57.5 ","47 57 30 ","7.91","K0Ve","25.2","03/12/2016"
"HIP114430","23 10 26.8 ","43 32 35 ","5.91","F5IV","28.2","03/12/2016"
"HIP114456","23 10 49.9 ","45 30 39 ","6.98","K0","23.4","06/01/2016"
"HIP114570","23 12 33.1 ","49 24 23 ","4.53","F0V","24.4","06/01/2016"
"HIP114622","23 13 21.0 ","57 10 10 ","5.57","K3Vvar","6.52","06/01/2016"
"HIP114622","23 13 21.0 ","57 10 10 ","5.57","K3Vvar","6.52","06/01/2016"
"HIP114719","23 14 17.1 ","-19 38 38 ","10.4","K7V","19.4",""
"HIP114886","23 16 18.6 ","30 40 14 ","8.07","K2V","24.1","06/05/2016"
"HIP114924","23 16 42.4 ","53 12 44 ","5.58","F7V","20.2","01/21/2016"
"HIP114952","23 16 59.2 ","-7 9 38 ","6.71","F0","37.9",""
"HIP114971","23 17 10.7 ","3 16 56 ","3.70","G7III","40.1",""
"HIP115142","23 19 24.1 ","-5 7 28 ","5.56","F3IV","34.8","06/05/2016"
"HIP115147","23 19 27.7 ","79 0 13 ","7.53","G9V","19.7","01/21/2016"
"HIP115331","23 21 37.4 ","44 5 55 ","7.36","K1V","21.9",""
"HIP115341","23 21 44.7 ","45 10 32 ","8.12","K2","20.9",""
"HIP115445","23 23 5.39 ","-10 45 47 ","7.80","K2V","19.4","06/05/2016"
"HIP115562","23 24 30.3 ","57 51 10 ","10.0","M2","13.1","01/21/2016"
"HIP115738","23 26 56.0 ","1 15 18 ","4.95","A0p","49.7","06/05/2016"
"HIP115752","23 27 5.24 ","-1 17 7 ","10.3","M0","33.0",""
"HIP116005","23 30 13.9 ","31 42 18 ","8.34","K0","25.6",""
"HIP116085","23 31 24.5 ","59 9 57 ","6.76","K2V","16.8",""
"HIP116106","23 31 31.6 ","-4 5 17 ","6.50","F8V","26.2","05/08/2016"
"HIP116215","23 32 49.7 ","-16 50 47 ","8.59","K5/M0V","13.9","05/08/2016"
"HIP116384","23 35 0.65 ","1 36 19 ","9.59","M0","19.3","05/08/2016"
"HIP116416","23 35 25.3 ","31 9 36 ","7.90","G5","23.4",""
"HIP116443","23 35 45.4 ","41 58 6 ","11.1","M:","27.2",""
"HIP116495","23 36 23.1 ","2 6 9 ","5.68","F6Vbwvar","30.9","05/08/2016"
"HIP116584","23 37 34.0 ","46 27 22 ","3.81","G8III-IV","25.8",""
"HIP116613","23 37 59.0 ","46 11 57 ","6.58","G5","23.1",""
"HIP116727","23 39 20.6 ","77 37 58 ","3.21","K1IV","13.7",""
"HIP116758","23 39 47.1 ","-14 13 20 ","4.97","A7IV","41.0","05/08/2016"
"HIP116771","23 39 57.4 ","5 37 27 ","4.13","F7V","13.7","05/08/2016"
"HIP116819","23 40 38.2 ","-18 59 20 ","7.59","G5V","26.2",""
"HIP116838","23 40 51.7 ","20 21 58 ","8.27","K2","25.3",""
"GJ905","23 41 54.8 ","44 10 3 ","12.2","M5.5V","3.16",""
"HIP116936","23 42 10.4 ","-2 34 40 ","10.3","M0","23.5","03/04/2016"
"HIP116971","23 42 43.4 ","-14 32 42 ","4.49","B9V","47.2",""
"HIP117159","23 45 11.1 ","29 33 42 ","8.40","K2V","28.6",""
"HIP117197","23 45 49.9 ","36 15 18 ","9.89","M0","19.6",""
"HIP117410","23 48 25.9 ","-12 59 14 ","9.59","K8","27.0",""
"HIP117463","23 49 1.22 ","3 10 52 ","8.38","G5","26.6","03/04/2016"
"HIP117473","23 49 13.6 ","2 23 48 ","8.98","M2V","5.96","03/04/2016"
"HIP117492","23 49 29.2 ","35 39 49 ","9.38","M0","27.9",""
"HIP117559","23 50 28.1 ","30 21 11 ","9.35","M0","24.8","03/04/2016"
"HIP117712","23 52 26.7 ","75 32 41 ","6.36","K3V","10.7",""
"HIP117779","23 53 8.50 ","29 1 5 ","9.75","","22.4","03/04/2016"
"HIP117795","23 53 20.0 ","59 56 42 ","10.4","K8","27.3",""
"HIP117946","23 55 26.8 ","22 11 33 ","8.77","K0","25.4",""
"HIP117953","23 55 32.1 ","3 30 0 ","7.72","G5","29.3",""
"HIP117966","23 55 39.2 ","-6 8 39 ","11.1","","17.2",""
"HIP118086","23 57 14.8 ","-16 30 23 ","10.7","M0","32.3",""
"HIP118162","23 58 6.74 ","50 26 55 ","6.72","G5","24.1","03/12/2016"
"HIP118200","23 58 32.7 ","7 39 26 ","11.7","M2V:","17.0",""
"HIP118212","23 58 44.5 ","46 43 44 ","9.57","M0","17.3",""
"HIP118281","23 59 29.2 ","33 43 24 ","5.81","F8","29.0",""
"HIP118310","23 59 47.7 ","6 39 48 ","8.85","K5","25.3",""
